,Geography Description,Date,Daily Footfall,Lost Path PfPI,901 Other PfPI,Late Crew PfPI,Late Stock PfPI,902 Other PfPI,On Time Percentage
763,Guildford,2019-09-20,14379.0,20.0,0.0,3.0,40.0,0.0,0.625
764,Guildford,2019-09-23,13114.0,47.0,0.0,4.0,27.0,7.0,0.4966442953020134
765,Guildford,2019-09-24,13446.0,107.0,7.0,40.0,160.0,27.0,0.4221698113207547
766,Guildford,2019-09-25,14291.0,39.0,0.0,0.0,10.0,0.0,0.5866666666666667
767,Guildford,2019-09-26,14463.0,20.0,5.0,5.0,148.0,0.0,0.5146726862302483
768,Guildford,2019-09-27,14716.0,82.0,6.0,11.0,42.0,0.0,0.5022935779816514
769,Guildford,2019-09-30,14396.0,117.0,12.0,54.0,51.0,29.0,0.3835294117647059
770,Guildford,2019-10-01,14880.0,52.0,5.0,0.0,12.0,0.0,0.4792626728110599
771,Guildford,2019-10-02,15027.0,48.0,0.0,0.0,18.0,8.0,0.5605381165919282
772,Guildford,2019-10-03,15458.0,89.0,3.0,11.0,12.0,2.0,0.5192743764172335
773,Guildford,2019-10-04,15711.0,17.0,3.0,0.0,3.0,3.0,0.5630630630630631
774,Guildford,2019-10-07,14795.0,62.0,0.0,12.0,54.0,0.0,0.5412844036697247
775,Guildford,2019-10-08,15295.0,68.0,0.0,0.0,3.0,0.0,0.5833333333333334
776,Guildford,2019-10-09,15672.0,57.0,0.0,0.0,15.0,4.0,0.610738255033557
777,Guildford,2019-10-10,16097.0,45.0,0.0,0.0,4.0,0.0,0.5598194130925508
778,Guildford,2019-10-11,15774.0,19.0,0.0,7.0,0.0,9.0,0.5413870246085011
779,Guildford,2019-10-14,14449.0,58.0,0.0,0.0,25.0,6.0,0.502283105022831
780,Guildford,2019-10-15,15530.0,41.0,0.0,0.0,0.0,0.0,0.6227678571428571
781,Guildford,2019-10-16,15152.0,50.0,0.0,0.0,6.0,8.0,0.5409090909090909
782,Guildford,2019-10-17,15504.0,59.0,2.0,0.0,0.0,5.0,0.5906040268456376
783,Guildford,2019-10-18,15888.0,42.0,4.0,40.0,3.0,6.0,0.5485327313769752
784,Guildford,2019-10-21,14465.0,34.0,5.0,36.0,22.0,0.0,0.5806451612903226
785,Guildford,2019-10-22,15090.0,59.0,0.0,3.0,18.0,0.0,0.5478841870824054
786,Guildford,2019-10-23,15268.0,89.0,0.0,0.0,18.0,4.0,0.5056179775280899
787,Guildford,2019-10-24,15179.0,48.0,0.0,0.0,2.0,9.0,0.5190156599552572
788,Guildford,2019-10-25,15906.0,59.0,17.0,24.0,107.0,0.0,0.3588516746411483
789,Guildford,2019-10-28,13946.0,45.0,0.0,6.0,55.0,4.0,0.43705463182897863
790,Guildford,2019-10-29,15216.0,20.0,6.0,0.0,16.0,0.0,0.5315315315315315
791,Guildford,2019-10-30,15413.0,51.0,3.0,0.0,3.0,13.0,0.5527522935779816
792,Guildford,2019-10-31,15212.0,63.0,18.0,9.0,12.0,3.0,0.5057736720554272
793,Guildford,2019-11-01,15191.0,95.0,9.0,19.0,72.0,14.0,0.37559808612440193
794,Guildford,2019-11-04,14379.0,72.0,23.0,0.0,32.0,6.0,0.49327354260089684
795,Guildford,2019-11-05,15102.0,75.0,0.0,0.0,19.0,18.0,0.43805309734513276
796,Guildford,2019-11-06,15247.0,62.0,0.0,0.0,18.0,0.0,0.49217002237136465
797,Guildford,2019-11-07,15343.0,114.0,0.0,16.0,65.0,11.0,0.44966442953020136
798,Guildford,2019-11-08,15834.0,101.0,0.0,21.0,35.0,22.0,0.44819819819819817
799,Guildford,2019-11-11,14340.0,46.0,0.0,3.0,13.0,4.0,0.4864864864864865
800,Guildford,2019-11-12,14940.0,93.0,0.0,0.0,29.0,15.0,0.40497737556561086
801,Guildford,2019-11-13,15026.0,44.0,0.0,0.0,16.0,0.0,0.45598194130925507
802,Guildford,2019-11-14,15513.0,70.0,0.0,0.0,11.0,7.0,0.4666666666666667
803,Guildford,2019-11-15,15578.0,70.0,0.0,15.0,191.0,9.0,0.36613272311212813
804,Guildford,2019-11-18,14424.0,115.0,6.0,4.0,18.0,3.0,0.4304932735426009
805,Guildford,2019-11-19,15139.0,91.0,0.0,0.0,10.0,6.0,0.5078299776286354
806,Guildford,2019-11-20,15918.0,99.0,3.0,39.0,47.0,47.0,0.4
807,Guildford,2019-11-21,16353.0,64.0,0.0,3.0,15.0,6.0,0.4752252252252252
808,Guildford,2019-11-22,16595.0,63.0,10.0,21.0,25.0,3.0,0.47737556561085975
809,Guildford,2019-11-25,15192.0,102.0,9.0,10.0,74.0,9.0,0.4134831460674157
810,Guildford,2019-11-26,15739.0,44.0,0.0,48.0,92.0,0.0,0.3209302325581395
811,Guildford,2019-11-27,15825.0,66.0,0.0,13.0,24.0,8.0,0.4221218961625282
812,Guildford,2019-11-28,16763.0,26.0,7.0,0.0,33.0,5.0,0.47757847533632286
813,Guildford,2019-11-29,17985.0,55.0,0.0,0.0,22.0,3.0,0.5469483568075117
814,Guildford,2019-12-02,14131.0,13.0,0.0,0.0,0.0,11.0,0.4069767441860465
815,Guildford,2019-12-03,14764.0,27.0,0.0,0.0,20.0,0.0,0.5416666666666666
816,Guildford,2019-12-04,14674.0,11.0,0.0,0.0,7.0,5.0,0.46113989637305697
817,Guildford,2019-12-05,15027.0,4.0,0.0,0.0,0.0,0.0,0.4895833333333333
818,Guildford,2019-12-06,15293.0,0.0,0.0,0.0,7.0,4.0,0.387434554973822
819,Guildford,2019-12-09,14666.0,12.0,4.0,0.0,6.0,0.0,0.3709677419354839
820,Guildford,2019-12-10,14634.0,9.0,0.0,0.0,4.0,0.0,0.3050847457627119
821,Guildford,2019-12-11,15134.0,12.0,0.0,0.0,3.0,0.0,0.45595854922279794
822,Guildford,2019-12-12,15376.0,13.0,0.0,0.0,0.0,3.0,0.49732620320855614
823,Guildford,2019-12-13,15939.0,6.0,0.0,0.0,4.0,0.0,0.5132275132275133
824,Guildford,2019-12-16,14513.0,11.0,0.0,0.0,8.0,0.0,0.6052631578947368
825,Guildford,2019-12-17,15348.0,14.0,0.0,0.0,3.0,0.0,0.5440414507772021
826,Guildford,2019-12-18,15785.0,10.0,0.0,0.0,9.0,0.0,0.5721925133689839
827,Guildford,2019-12-19,15313.0,8.0,10.0,0.0,5.0,3.0,0.5754189944134078
828,Guildford,2019-12-20,14959.0,60.0,3.0,0.0,29.0,32.0,0.25210084033613445
829,Guildford,2019-12-23,11808.0,24.0,0.0,0.0,11.0,0.0,0.40414507772020725
830,Guildford,2019-12-24,7212.0,9.0,0.0,0.0,0.0,0.0,0.42771084337349397
831,Guildford,2019-12-30,7467.0,0.0,0.0,0.0,4.0,0.0,0.6060606060606061
832,Guildford,2019-12-31,7879.0,3.0,0.0,0.0,13.0,0.0,0.5875
833,Guildford,2020-01-02,10697.0,67.0,0.0,0.0,22.0,22.0,0.4370179948586118
834,Guildford,2020-01-03,11154.0,78.0,15.0,35.0,42.0,13.0,0.41959798994974873
835,Guildford,2020-01-06,12824.0,68.0,4.0,35.0,95.0,8.0,0.39503386004514673
836,Guildford,2020-01-07,13417.0,51.0,0.0,0.0,6.0,0.0,0.5242290748898678
837,Guildford,2020-01-08,13566.0,66.0,0.0,4.0,34.0,11.0,0.46325167037861914
838,Guildford,2020-01-09,14364.0,79.0,3.0,0.0,4.0,0.0,0.4722222222222222
839,Guildford,2020-01-10,14052.0,49.0,0.0,0.0,64.0,0.0,0.481981981981982
840,Guildford,2020-01-13,13689.0,61.0,0.0,11.0,101.0,11.0,0.46543778801843316
841,Guildford,2020-01-14,14082.0,64.0,10.0,0.0,54.0,15.0,0.48086124401913877
842,Guildford,2020-01-15,14456.0,91.0,7.0,22.0,33.0,10.0,0.4409448818897638
843,Guildford,2020-01-16,14773.0,54.0,0.0,8.0,16.0,23.0,0.4854586129753915
844,Guildford,2020-01-17,14440.0,52.0,7.0,7.0,0.0,7.0,0.5631929046563193
845,Guildford,2020-01-20,14354.0,60.0,0.0,26.0,34.0,3.0,0.4671201814058957
846,Guildford,2020-01-21,14587.0,75.0,13.0,22.0,6.0,0.0,0.49403341288782815
847,Guildford,2020-01-22,14752.0,70.0,4.0,45.0,13.0,6.0,0.46208530805687204
848,Guildford,2020-01-23,15029.0,68.0,5.0,11.0,24.0,0.0,0.4668141592920354
849,Guildford,2020-01-24,14893.0,20.0,15.0,0.0,0.0,4.0,0.5736607142857143
850,Guildford,2020-01-27,13940.0,58.0,3.0,5.0,0.0,0.0,0.5831485587583148
851,Guildford,2020-01-28,15026.0,131.0,0.0,0.0,24.0,21.0,0.4126984126984127
852,Guildford,2020-01-29,15258.0,47.0,14.0,0.0,3.0,34.0,0.5299539170506913
853,Guildford,2020-01-30,15291.0,144.0,27.0,72.0,81.0,42.0,0.3840749414519906
854,Guildford,2020-01-31,15674.0,110.0,36.0,80.0,34.0,36.0,0.42954545454545456
855,Guildford,2020-02-03,14352.0,45.0,3.0,0.0,3.0,4.0,0.5487528344671202
856,Guildford,2020-02-04,15187.0,25.0,3.0,30.0,13.0,3.0,0.5950782997762863
857,Guildford,2020-02-05,15195.0,70.0,0.0,12.0,20.0,3.0,0.5684931506849316
858,Guildford,2020-02-06,15395.0,28.0,0.0,0.0,16.0,0.0,0.5909090909090909
859,Guildford,2020-02-07,15243.0,45.0,0.0,0.0,30.0,2.0,0.6164079822616408
860,Guildford,2020-02-10,14308.0,70.0,0.0,39.0,11.0,0.0,0.5448430493273543
861,Guildford,2020-02-11,15890.0,85.0,4.0,0.0,6.0,35.0,0.5420353982300885
862,Guildford,2020-02-12,15722.0,22.0,0.0,0.0,0.0,26.0,0.6196868008948546
863,Guildford,2020-02-13,15570.0,41.0,0.0,0.0,0.0,5.0,0.6084070796460177
864,Guildford,2020-02-14,15798.0,51.0,9.0,0.0,12.0,5.0,0.5833333333333334
865,Guildford,2020-02-17,14967.0,56.0,0.0,22.0,25.0,10.0,0.4976303317535545
866,Guildford,2020-02-18,15163.0,67.0,0.0,10.0,3.0,3.0,0.6396396396396397
867,Guildford,2020-02-19,15159.0,24.0,0.0,3.0,5.0,0.0,0.6111111111111112
868,Guildford,2020-02-20,14781.0,25.0,0.0,19.0,4.0,3.0,0.5740318906605922
869,Guildford,2020-02-21,15507.0,15.0,0.0,8.0,0.0,6.0,0.6426966292134831
870,Guildford,2020-02-24,14565.0,45.0,0.0,0.0,2.0,3.0,0.6031390134529148
871,Guildford,2020-02-25,15399.0,30.0,0.0,0.0,0.0,0.0,0.665158371040724
872,Guildford,2020-02-26,15386.0,28.0,3.0,16.0,54.0,10.0,0.5762331838565022
873,Guildford,2020-02-27,15744.0,23.0,0.0,0.0,0.0,3.0,0.6347438752783965
874,Guildford,2020-02-28,15455.0,27.0,0.0,0.0,0.0,0.0,0.6224719101123596
875,Guildford,2020-03-02,14314.0,151.0,40.0,6.0,14.0,29.0,0.5024390243902439
876,Guildford,2020-03-03,14866.0,11.0,0.0,5.0,18.0,4.0,0.6188340807174888
877,Guildford,2020-03-04,14733.0,12.0,0.0,0.0,21.0,4.0,0.6210762331838565
878,Guildford,2020-03-05,14367.0,55.0,9.0,29.0,63.0,10.0,0.5743243243243243
879,Guildford,2020-03-06,15125.0,45.0,13.0,17.0,34.0,24.0,0.4675925925925926
880,Guildford,2020-03-09,13576.0,44.0,7.0,29.0,0.0,0.0,0.6591928251121076
881,Guildford,2020-03-10,13640.0,37.0,0.0,0.0,25.0,9.0,0.5833333333333334
882,Guildford,2020-03-11,14132.0,51.0,5.0,3.0,11.0,0.0,0.6483516483516484
883,Guildford,2020-03-12,13261.0,29.0,0.0,3.0,15.0,6.0,0.5751789976133651
884,Guildford,2020-03-13,12634.0,22.0,0.0,12.0,3.0,0.0,0.6643192488262911
885,Guildford,2020-03-16,9848.0,87.0,5.0,15.0,98.0,7.0,0.4606413994169096
886,Guildford,2020-03-17,7613.0,48.0,0.0,10.0,28.0,0.0,0.6357308584686775
887,Guildford,2020-03-18,6039.0,28.0,0.0,22.0,22.0,0.0,0.6954545454545454
888,Guildford,2020-03-19,5560.0,24.0,0.0,11.0,3.0,9.0,0.6857142857142857
889,Guildford,2020-03-20,5638.0,23.0,0.0,3.0,0.0,3.0,0.7025
890,Guildford,2020-03-25,1555.0,3.0,0.0,0.0,34.0,0.0,0.7528089887640449
891,Guildford,2020-04-16,1033.0,0.0,0.0,0.0,31.0,8.0,0.9130434782608695
892,Guildford,2020-04-17,995.0,0.0,0.0,0.0,3.0,3.0,0.8857142857142857
893,Guildford,2020-04-20,1024.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
894,Guildford,2020-04-21,846.0,3.0,0.0,0.0,0.0,0.0,0.8924050632911392
895,Guildford,2020-04-22,1006.0,0.0,3.0,0.0,0.0,0.0,0.7961783439490446
896,Guildford,2020-04-23,914.0,0.0,0.0,11.0,0.0,0.0,0.8301886792452831
897,Guildford,2020-04-24,884.0,0.0,0.0,0.0,0.0,3.0,0.9556962025316456
898,Guildford,2020-05-06,932.0,0.0,0.0,10.0,0.0,0.0,0.8291139240506329
899,Guildford,2020-05-11,1005.0,0.0,6.0,0.0,0.0,0.0,0.8471337579617835
900,Guildford,2020-05-13,937.0,5.0,0.0,0.0,0.0,0.0,0.8607594936708861
901,Guildford,2020-05-18,1107.0,5.0,14.0,0.0,0.0,0.0,0.7129186602870813
902,Guildford,2020-05-20,1182.0,11.0,0.0,0.0,0.0,0.0,0.8019323671497585
903,Guildford,2020-05-22,1186.0,0.0,0.0,0.0,0.0,0.0,0.8076923076923077
904,Guildford,2020-05-27,1441.0,7.0,0.0,0.0,0.0,0.0,0.7703349282296651
905,Guildford,2020-05-28,1308.0,2.0,0.0,0.0,0.0,0.0,0.6698564593301436
906,Guildford,2020-05-29,1355.0,0.0,0.0,0.0,0.0,0.0,0.8038277511961722
907,Guildford,2020-06-01,1302.0,9.0,0.0,0.0,0.0,0.0,0.8051948051948052
908,Guildford,2020-06-02,1449.0,10.0,0.0,0.0,0.0,0.0,0.7913043478260869
909,Guildford,2020-06-03,1288.0,7.0,0.0,0.0,0.0,0.0,0.8504273504273504
910,Guildford,2020-06-09,1447.0,3.0,0.0,0.0,0.0,0.0,0.8841201716738197
911,Guildford,2020-06-12,1631.0,0.0,0.0,0.0,0.0,0.0,0.8841201716738197
912,Guildford,2020-06-15,2501.0,6.0,0.0,0.0,0.0,3.0,0.8228346456692913
913,Guildford,2020-06-16,2448.0,4.0,0.0,0.0,0.0,0.0,0.8521400778210116
914,Guildford,2020-06-18,2233.0,4.0,0.0,0.0,3.0,0.0,0.8784313725490196
915,Guildford,2020-06-19,2664.0,12.0,0.0,0.0,3.0,0.0,0.9066147859922179
916,Guildford,2020-06-22,2847.0,5.0,9.0,0.0,3.0,0.0,0.7905138339920948
917,Guildford,2020-06-24,2337.0,6.0,0.0,0.0,32.0,0.0,0.616822429906542
918,Guildford,2020-06-25,2650.0,14.0,0.0,0.0,5.0,0.0,0.5393700787401575
919,Guildford,2020-06-30,2709.0,8.0,0.0,0.0,0.0,0.0,0.8565891472868217
920,Guildford,2020-07-01,2832.0,5.0,0.0,0.0,0.0,0.0,0.8793774319066148
921,Guildford,2020-07-06,3238.0,17.0,4.0,0.0,0.0,3.0,0.7774390243902439
922,Guildford,2020-07-07,3278.0,7.0,4.0,0.0,9.0,10.0,0.7673716012084593
923,Guildford,2020-07-08,3270.0,3.0,3.0,0.0,9.0,4.0,0.8670694864048338
924,Guildford,2020-07-09,3435.0,23.0,0.0,0.0,0.0,4.0,0.8882175226586103
925,Guildford,2020-07-10,3999.0,4.0,0.0,0.0,0.0,4.0,0.8670694864048338
926,Guildford,2020-07-15,3794.0,3.0,35.0,0.0,0.0,28.0,0.7570977917981072
927,Guildford,2020-07-16,3993.0,13.0,0.0,0.0,0.0,3.0,0.7787878787878788
928,Guildford,2020-07-17,4250.0,3.0,0.0,0.0,0.0,3.0,0.7286585365853658
929,Guildford,2020-07-20,3956.0,12.0,0.0,0.0,0.0,0.0,0.8242424242424242
930,Guildford,2020-07-21,3916.0,16.0,0.0,7.0,0.0,3.0,0.8393939393939394
931,Guildford,2020-07-23,4304.0,4.0,0.0,0.0,0.0,0.0,0.8297872340425532
932,Guildford,2020-07-24,4308.0,3.0,0.0,0.0,0.0,3.0,0.8153846153846154
933,Guildford,2020-07-28,4086.0,6.0,0.0,0.0,0.0,3.0,0.8454545454545455
934,Guildford,2020-07-29,4327.0,0.0,0.0,0.0,20.0,4.0,0.8368580060422961
935,Guildford,2020-07-30,4674.0,27.0,0.0,0.0,0.0,0.0,0.7584097859327217
936,Guildford,2020-07-31,5159.0,6.0,0.0,0.0,0.0,3.0,0.6948640483383686
937,Guildford,2020-08-03,4358.0,0.0,3.0,0.0,0.0,0.0,0.8363636363636363
938,Guildford,2020-08-04,4816.0,3.0,0.0,0.0,0.0,0.0,0.7854984894259819
939,Guildford,2020-08-05,5069.0,6.0,3.0,0.0,0.0,0.0,0.7764350453172205
940,Guildford,2020-08-06,4763.0,4.0,0.0,0.0,0.0,21.0,0.7734138972809668
941,Guildford,2020-08-07,5184.0,0.0,3.0,0.0,0.0,0.0,0.6330275229357798
942,Guildford,2020-08-10,4957.0,15.0,10.0,9.0,0.0,7.0,0.7292307692307692
943,Guildford,2020-08-11,4866.0,27.0,7.0,0.0,0.0,4.0,0.7042682926829268
944,Guildford,2020-08-12,4671.0,5.0,0.0,13.0,0.0,3.0,0.7067901234567902
945,Guildford,2020-08-13,4358.0,33.0,0.0,0.0,34.0,0.0,0.6890243902439024
946,Guildford,2020-08-14,4874.0,7.0,0.0,0.0,3.0,3.0,0.6136363636363636
947,Guildford,2020-08-17,5457.0,23.0,0.0,0.0,0.0,11.0,0.6595744680851063
948,Guildford,2020-08-18,5157.0,3.0,0.0,0.0,0.0,0.0,0.672782874617737
949,Guildford,2020-08-19,4623.0,32.0,0.0,25.0,3.0,8.0,0.6348684210526315
950,Guildford,2020-08-20,5632.0,11.0,10.0,0.0,0.0,11.0,0.5768025078369906
951,Guildford,2020-08-21,5645.0,24.0,0.0,0.0,1.0,0.0,0.6474164133738601
952,Guildford,2020-08-24,5386.0,11.0,0.0,0.0,0.0,6.0,0.6484848484848484
953,Guildford,2020-08-25,5379.0,12.0,0.0,0.0,0.0,0.0,0.6827794561933535
954,Guildford,2020-08-26,6532.0,27.0,0.0,0.0,19.0,10.0,0.6574923547400612
955,Guildford,2020-08-27,5470.0,57.0,29.0,0.0,0.0,0.0,0.5740181268882175
956,Guildford,2020-08-28,5938.0,29.0,0.0,9.0,0.0,0.0,0.5993975903614458
957,Guildford,2020-09-01,6149.0,50.0,3.0,0.0,0.0,70.0,0.6050156739811913
958,Guildford,2020-09-02,5797.0,17.0,0.0,3.0,15.0,3.0,0.647239263803681
959,Guildford,2020-09-03,6170.0,9.0,0.0,0.0,0.0,3.0,0.6706948640483383
960,Guildford,2020-09-04,6624.0,16.0,0.0,0.0,0.0,0.0,0.6586102719033232
961,Guildford,2020-09-07,6216.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666
962,Guildford,2020-09-08,6570.0,6.0,0.0,0.0,0.0,3.0,0.6497005988023952
963,Guildford,2020-09-09,6275.0,22.0,0.0,0.0,0.0,0.0,0.6966966966966966
964,Guildford,2020-09-10,6338.0,7.0,0.0,0.0,0.0,5.0,0.6846846846846847
965,Guildford,2020-09-11,6867.0,17.0,0.0,0.0,0.0,0.0,0.7051671732522796
966,Guildford,2020-09-14,6361.0,34.0,0.0,0.0,6.0,0.0,0.637223974763407
967,Guildford,2020-09-15,6453.0,53.0,8.0,0.0,0.0,3.0,0.6098265895953757
968,Guildford,2020-09-16,6513.0,13.0,0.0,0.0,7.0,0.0,0.771978021978022
969,Guildford,2020-09-17,6627.0,0.0,3.0,0.0,0.0,3.0,0.7802197802197802
970,Guildford,2020-09-18,7069.0,28.0,0.0,0.0,4.0,6.0,0.6547945205479452
971,Guildford,2020-09-21,6633.0,18.0,20.0,0.0,22.0,12.0,0.7473118279569892
972,Guildford,2020-09-23,6155.0,36.0,6.0,0.0,0.0,0.0,0.7235772357723578
973,Guildford,2020-09-24,6273.0,18.0,0.0,6.0,0.0,0.0,0.7431693989071039
974,Guildford,2020-09-25,7034.0,30.0,14.0,42.0,0.0,0.0,0.7054054054054054
975,Guildford,2020-09-28,6605.0,36.0,0.0,0.0,0.0,0.0,0.7344173441734417
976,Guildford,2020-09-29,6569.0,46.0,0.0,0.0,0.0,0.0,0.674863387978142
977,Guildford,2020-09-30,6447.0,44.0,6.0,0.0,0.0,0.0,0.6792452830188679
978,Guildford,2020-10-01,6770.0,22.0,8.0,0.0,0.0,6.0,0.654891304347826
979,Guildford,2020-10-02,7388.0,40.0,0.0,0.0,0.0,6.0,0.6486486486486487
980,Guildford,2020-10-05,6832.0,118.0,16.0,12.0,100.0,0.0,0.5649717514124294
981,Guildford,2020-10-06,6789.0,10.0,0.0,0.0,0.0,0.0,0.7580645161290323
982,Guildford,2020-10-07,6889.0,6.0,0.0,0.0,0.0,0.0,0.6981132075471698
983,Guildford,2020-10-08,6662.0,40.0,6.0,0.0,0.0,0.0,0.7282608695652174
984,Guildford,2020-10-09,7889.0,76.0,10.0,0.0,0.0,6.0,0.7008086253369272
985,Guildford,2020-10-12,6306.0,20.0,0.0,0.0,6.0,0.0,0.6273972602739726
986,Guildford,2020-10-13,6549.0,62.0,8.0,16.0,48.0,0.0,0.6549865229110512
987,Guildford,2020-10-14,6775.0,44.0,0.0,0.0,8.0,0.0,0.7473118279569892
988,Guildford,2020-10-15,7054.0,36.0,0.0,0.0,0.0,0.0,0.7008086253369272
989,Guildford,2020-10-16,8148.0,90.0,12.0,8.0,2.0,36.0,0.6032608695652174
990,Liverpool Lime Street,2019-05-20,40351.0,98.0,0.0,17.0,62.0,4.0,0.5705521472392638
991,Liverpool Lime Street,2019-05-21,38257.0,184.0,4.0,45.0,195.0,34.0,0.46220302375809935
992,Liverpool Lime Street,2019-05-22,39649.0,144.0,11.0,0.0,124.0,14.0,0.5338809034907598
993,Liverpool Lime Street,2019-05-23,41273.0,82.0,5.0,16.0,38.0,0.0,0.5823045267489712
994,Liverpool Lime Street,2019-05-24,49264.0,105.0,0.0,31.0,247.0,0.0,0.47983014861995754
995,Liverpool Lime Street,2019-05-28,43301.0,157.0,2.0,0.0,63.0,0.0,0.5661157024793388
996,Liverpool Lime Street,2019-05-29,44352.0,124.0,0.0,0.0,52.0,7.0,0.5646817248459959
997,Liverpool Lime Street,2019-05-30,45858.0,131.0,3.0,19.0,45.0,9.0,0.5754923413566739
998,Liverpool Lime Street,2019-05-31,54925.0,93.0,16.0,24.0,149.0,36.0,0.5396145610278372
999,Liverpool Lime Street,2019-06-03,46795.0,73.0,0.0,6.0,26.0,33.0,0.5878661087866108
1000,Liverpool Lime Street,2019-06-04,38304.0,61.0,3.0,10.0,33.0,5.0,0.5875
1001,Liverpool Lime Street,2019-06-05,41996.0,118.0,0.0,0.0,50.0,16.0,0.6174089068825911
1002,Liverpool Lime Street,2019-06-06,44730.0,130.0,8.0,79.0,91.0,6.0,0.5983263598326359
1003,Liverpool Lime Street,2019-06-07,46975.0,117.0,0.0,21.0,84.0,28.0,0.519916142557652
1004,Liverpool Lime Street,2019-06-10,41588.0,48.0,0.0,27.0,41.0,11.0,0.5787321063394683
1005,Liverpool Lime Street,2019-06-11,38524.0,106.0,4.0,29.0,129.0,17.0,0.6171548117154811
1006,Liverpool Lime Street,2019-06-12,41201.0,71.0,0.0,8.0,54.0,0.0,0.5897959183673469
1007,Liverpool Lime Street,2019-06-13,40962.0,186.0,3.0,0.0,58.0,0.0,0.5780933062880325
1008,Liverpool Lime Street,2019-06-14,47424.0,93.0,0.0,0.0,22.0,1.0,0.6081632653061224
1009,Liverpool Lime Street,2019-06-17,40328.0,60.0,0.0,0.0,48.0,7.0,0.6619433198380567
1010,Liverpool Lime Street,2019-06-18,41092.0,199.0,5.0,2.0,81.0,10.0,0.5112936344969199
1011,Liverpool Lime Street,2019-06-19,46840.0,114.0,3.0,18.0,72.0,4.0,0.5653061224489796
1012,Liverpool Lime Street,2019-06-20,44368.0,98.0,0.0,0.0,26.0,0.0,0.6163265306122448
1013,Liverpool Lime Street,2019-06-21,52060.0,88.0,0.0,0.0,77.0,0.0,0.5893223819301848
1014,Liverpool Lime Street,2019-06-24,41129.0,94.0,0.0,0.0,142.0,0.0,0.5229759299781181
1015,Liverpool Lime Street,2019-06-25,43648.0,135.0,0.0,5.0,16.0,0.0,0.5802469135802469
1016,Liverpool Lime Street,2019-06-26,44102.0,88.0,5.0,14.0,119.0,11.0,0.5072463768115942
1017,Liverpool Lime Street,2019-06-27,43135.0,79.0,0.0,4.0,13.0,4.0,0.6502057613168725
1018,Liverpool Lime Street,2019-06-28,48203.0,84.0,0.0,8.0,116.0,7.0,0.5336048879837068
1019,Liverpool Lime Street,2019-07-01,40092.0,180.0,0.0,0.0,32.0,0.0,0.5471311475409836
1020,Liverpool Lime Street,2019-07-02,38692.0,89.0,0.0,0.0,51.0,5.0,0.6024590163934426
1021,Liverpool Lime Street,2019-07-03,43356.0,120.0,0.0,16.0,120.0,49.0,0.5031712473572939
1022,Liverpool Lime Street,2019-07-04,42043.0,84.0,0.0,0.0,18.0,0.0,0.5943204868154158
1023,Liverpool Lime Street,2019-07-05,47790.0,141.0,0.0,0.0,44.0,0.0,0.5327868852459017
1024,Liverpool Lime Street,2019-07-08,40791.0,56.0,0.0,8.0,32.0,3.0,0.6626262626262627
1025,Liverpool Lime Street,2019-07-09,39904.0,99.0,0.0,5.0,80.0,8.0,0.5583333333333333
1026,Liverpool Lime Street,2019-07-10,40864.0,144.0,0.0,18.0,124.0,5.0,0.5474747474747474
1027,Liverpool Lime Street,2019-07-11,42867.0,119.0,0.0,18.0,52.0,0.0,0.5517241379310345
1028,Liverpool Lime Street,2019-07-12,47861.0,259.0,6.0,13.0,177.0,34.0,0.451063829787234
1029,Liverpool Lime Street,2019-07-15,44430.0,104.0,0.0,3.0,90.0,16.0,0.5159235668789809
1030,Liverpool Lime Street,2019-07-16,41969.0,130.0,0.0,15.0,59.0,9.0,0.4979508196721312
1031,Liverpool Lime Street,2019-07-17,42896.0,129.0,0.0,15.0,92.0,4.0,0.5651260504201681
1032,Liverpool Lime Street,2019-07-18,45175.0,185.0,0.0,6.0,100.0,20.0,0.5112016293279023
1033,Liverpool Lime Street,2019-07-19,49974.0,106.0,5.0,56.0,123.0,13.0,0.5439672801635992
1034,Liverpool Lime Street,2019-07-22,44725.0,169.0,19.0,41.0,162.0,26.0,0.47010309278350515
1035,Liverpool Lime Street,2019-07-23,41999.0,159.0,19.0,60.0,365.0,31.0,0.4863157894736842
1036,Liverpool Lime Street,2019-07-24,40196.0,268.0,4.0,22.0,330.0,0.0,0.4227467811158798
1037,Liverpool Lime Street,2019-07-25,42269.0,188.0,17.0,76.0,483.0,3.0,0.46952595936794583
1038,Liverpool Lime Street,2019-07-26,47746.0,164.0,0.0,25.0,247.0,0.0,0.4562899786780384
1039,Liverpool Lime Street,2019-07-29,46176.0,87.0,0.0,124.0,270.0,0.0,0.47844827586206895
1040,Liverpool Lime Street,2019-07-30,39794.0,160.0,8.0,44.0,82.0,12.0,0.502127659574468
1041,Liverpool Lime Street,2019-07-31,42374.0,165.0,0.0,6.0,321.0,3.0,0.4570815450643777
1042,Liverpool Lime Street,2019-08-01,44463.0,102.0,6.0,37.0,149.0,16.0,0.474120082815735
1043,Liverpool Lime Street,2019-08-02,51826.0,198.0,4.0,9.0,133.0,33.0,0.45617977528089887
1044,Liverpool Lime Street,2019-08-05,43259.0,67.0,7.0,0.0,20.0,9.0,0.5964125560538116
1045,Liverpool Lime Street,2019-08-06,40186.0,88.0,5.0,0.0,33.0,0.0,0.6022222222222222
