,Geography Description,Date,Daily Footfall,Lost Path PfPI,901 Other PfPI,Late Crew PfPI,Late Stock PfPI,902 Other PfPI,On Time Percentage
1299,Liverpool Lime Street,2020-08-20,22453.0,17.0,0.0,0.0,3.0,0.0,0.8087774294670846
1300,Liverpool Lime Street,2020-08-21,23959.0,22.0,0.0,0.0,8.0,0.0,0.7795527156549521
1301,Liverpool Lime Street,2020-08-24,26118.0,12.0,0.0,5.0,0.0,0.0,0.8248407643312102
1302,Liverpool Lime Street,2020-08-25,20551.0,21.0,0.0,0.0,90.0,0.0,0.7483660130718954
1303,Liverpool Lime Street,2020-08-26,25261.0,7.0,0.0,10.0,14.0,0.0,0.7350157728706624
1304,Liverpool Lime Street,2020-08-27,22654.0,10.0,0.0,0.0,3.0,0.0,0.8213166144200627
1305,Liverpool Lime Street,2020-08-28,29052.0,14.0,5.0,3.0,28.0,0.0,0.7699680511182109
1306,Liverpool Lime Street,2020-09-01,24180.0,31.0,5.0,0.0,70.0,0.0,0.739413680781759
1307,Liverpool Lime Street,2020-09-02,20846.0,16.0,0.0,0.0,0.0,0.0,0.8679245283018868
1308,Liverpool Lime Street,2020-09-03,21639.0,21.0,0.0,0.0,25.0,0.0,0.8434504792332268
1309,Liverpool Lime Street,2020-09-04,26337.0,3.0,0.0,5.0,0.0,0.0,0.7491961414790996
1310,Liverpool Lime Street,2020-09-07,21651.0,12.0,0.0,0.0,0.0,0.0,0.8136645962732919
1311,Liverpool Lime Street,2020-09-08,20288.0,13.0,0.0,0.0,0.0,0.0,0.8209876543209876
1312,Liverpool Lime Street,2020-09-09,21006.0,19.0,0.0,24.0,43.0,0.0,0.7795031055900621
1313,Liverpool Lime Street,2020-09-10,21680.0,16.0,0.0,0.0,28.0,0.0,0.8142414860681114
1314,Liverpool Lime Street,2020-09-11,24482.0,11.0,0.0,12.0,4.0,0.0,0.794392523364486
1315,Liverpool Lime Street,2020-09-14,23442.0,17.0,0.0,42.0,26.0,0.0,0.6932153392330384
1316,Liverpool Lime Street,2020-09-15,21059.0,16.0,0.0,0.0,0.0,0.0,0.8209366391184573
1317,Liverpool Lime Street,2020-09-16,20347.0,20.0,9.0,0.0,72.0,11.0,0.8069164265129684
1318,Liverpool Lime Street,2020-09-17,22472.0,17.0,0.0,0.0,16.0,4.0,0.787292817679558
1319,Liverpool Lime Street,2020-09-18,27852.0,30.0,0.0,5.0,48.0,0.0,0.7528409090909091
1320,Liverpool Lime Street,2020-09-21,23224.0,102.0,10.0,0.0,22.0,0.0,0.8011204481792717
1321,Liverpool Lime Street,2020-09-22,18395.0,20.0,0.0,0.0,0.0,0.0,0.8154269972451791
1322,Liverpool Lime Street,2020-09-23,18048.0,18.0,0.0,0.0,0.0,0.0,0.7734806629834254
1323,Liverpool Lime Street,2020-09-24,18710.0,60.0,6.0,0.0,150.0,0.0,0.766016713091922
1324,Liverpool Lime Street,2020-09-25,22826.0,34.0,0.0,0.0,78.0,6.0,0.7493112947658402
1325,Liverpool Lime Street,2020-09-28,20612.0,34.0,0.0,0.0,40.0,6.0,0.8225352112676056
1326,Liverpool Lime Street,2020-09-29,18905.0,16.0,0.0,0.0,0.0,0.0,0.803921568627451
1327,Liverpool Lime Street,2020-09-30,19127.0,48.0,0.0,14.0,0.0,0.0,0.825
1328,Liverpool Lime Street,2020-10-01,19217.0,30.0,0.0,0.0,46.0,0.0,0.7790055248618785
1329,Liverpool Lime Street,2020-10-02,21430.0,120.0,10.0,10.0,32.0,0.0,0.7357954545454546
1330,Liverpool Lime Street,2020-10-05,17841.0,66.0,10.0,0.0,20.0,0.0,0.731629392971246
1331,Liverpool Lime Street,2020-10-06,18348.0,46.0,0.0,0.0,42.0,0.0,0.7648725212464589
1332,Liverpool Lime Street,2020-10-07,17397.0,98.0,0.0,30.0,116.0,22.0,0.7058823529411765
1333,Liverpool Lime Street,2020-10-08,17326.0,26.0,0.0,0.0,22.0,0.0,0.7262569832402235
1334,Liverpool Lime Street,2020-10-09,20865.0,64.0,0.0,16.0,16.0,0.0,0.75
1335,Liverpool Lime Street,2020-10-12,18379.0,50.0,0.0,18.0,54.0,0.0,0.7743732590529248
1336,Liverpool Lime Street,2020-10-13,17710.0,32.0,0.0,0.0,26.0,0.0,0.7780898876404494
1337,Liverpool Lime Street,2020-10-14,16547.0,82.0,14.0,0.0,54.0,0.0,0.8
1338,Liverpool Lime Street,2020-10-15,16718.0,56.0,22.0,58.0,178.0,0.0,0.7408450704225352
1339,Liverpool Lime Street,2020-10-16,18514.0,34.0,0.0,0.0,64.0,6.0,0.7994428969359332
1340,Manchester Piccadilly,2019-05-20,124429.0,317.0,7.0,61.0,175.0,43.0,0.42830188679245285
1341,Manchester Piccadilly,2019-05-21,117730.0,225.0,4.0,32.0,113.0,42.0,0.4624765478424015
1342,Manchester Piccadilly,2019-05-22,119022.0,284.0,6.0,0.0,98.0,37.0,0.43721356553620533
1343,Manchester Piccadilly,2019-05-23,119653.0,169.0,0.0,0.0,101.0,106.0,0.453382084095064
1344,Manchester Piccadilly,2019-05-24,128698.0,412.0,13.0,189.0,367.0,138.0,0.3600802407221665
1345,Manchester Piccadilly,2019-05-28,111608.0,240.0,8.0,0.0,107.0,51.0,0.5004651162790698
1346,Manchester Piccadilly,2019-05-29,129816.0,140.0,4.0,6.0,64.0,24.0,0.5387453874538746
1347,Manchester Piccadilly,2019-05-30,127715.0,428.0,23.0,28.0,84.0,72.0,0.45272206303724927
1348,Manchester Piccadilly,2019-05-31,137806.0,204.0,0.0,12.0,92.0,18.0,0.4788602941176471
1349,Manchester Piccadilly,2019-06-03,107541.0,148.0,0.0,5.0,56.0,58.0,0.5185873605947955
1350,Manchester Piccadilly,2019-06-04,111116.0,86.0,0.0,11.0,63.0,48.0,0.5655813953488372
1351,Manchester Piccadilly,2019-06-05,113502.0,172.0,7.0,0.0,46.0,80.0,0.5564738292011019
1352,Manchester Piccadilly,2019-06-06,117909.0,203.0,0.0,0.0,40.0,38.0,0.5138632162661737
1353,Manchester Piccadilly,2019-06-07,129251.0,305.0,12.0,11.0,162.0,26.0,0.4329608938547486
1354,Manchester Piccadilly,2019-06-10,130772.0,468.0,6.0,0.0,60.0,58.0,0.4515828677839851
1355,Manchester Piccadilly,2019-06-11,112226.0,351.0,8.0,27.0,124.0,32.0,0.41598360655737704
1356,Manchester Piccadilly,2019-06-12,115854.0,294.0,6.0,23.0,137.0,23.0,0.4709193245778612
1357,Manchester Piccadilly,2019-06-13,113937.0,128.0,0.0,6.0,18.0,15.0,0.5244239631336406
1358,Manchester Piccadilly,2019-06-14,126989.0,163.0,0.0,0.0,86.0,46.0,0.48534798534798534
1359,Manchester Piccadilly,2019-06-17,116397.0,196.0,0.0,18.0,30.0,12.0,0.5143385753931545
1360,Manchester Piccadilly,2019-06-18,137783.0,233.0,5.0,0.0,58.0,3.0,0.5169880624426079
1361,Manchester Piccadilly,2019-06-19,128142.0,316.0,0.0,0.0,54.0,14.0,0.5083333333333333
1362,Manchester Piccadilly,2019-06-20,125159.0,209.0,0.0,6.0,70.0,6.0,0.49586016559337626
1363,Manchester Piccadilly,2019-06-21,133231.0,235.0,6.0,36.0,107.0,25.0,0.5014005602240896
1364,Manchester Piccadilly,2019-06-24,112830.0,341.0,6.0,24.0,151.0,12.0,0.43653846153846154
1365,Manchester Piccadilly,2019-06-25,116781.0,126.0,7.0,12.0,67.0,23.0,0.5370370370370371
1366,Manchester Piccadilly,2019-06-26,123321.0,348.0,0.0,9.0,63.0,6.0,0.5187265917602997
1367,Manchester Piccadilly,2019-06-27,133118.0,252.0,3.0,13.0,164.0,23.0,0.5078485687903971
1368,Manchester Piccadilly,2019-06-28,131024.0,349.0,0.0,34.0,177.0,50.0,0.422680412371134
1369,Manchester Piccadilly,2019-07-01,109642.0,152.0,0.0,16.0,18.0,62.0,0.5054945054945055
1370,Manchester Piccadilly,2019-07-02,115378.0,134.0,5.0,0.0,102.0,33.0,0.5315068493150685
1371,Manchester Piccadilly,2019-07-03,124552.0,367.0,0.0,31.0,161.0,76.0,0.431244153414406
1372,Manchester Piccadilly,2019-07-04,124407.0,232.0,7.0,31.0,68.0,27.0,0.43268337975858867
1373,Manchester Piccadilly,2019-07-05,129938.0,252.0,14.0,14.0,134.0,61.0,0.43413729128014844
1374,Manchester Piccadilly,2019-07-08,114820.0,223.0,0.0,0.0,113.0,43.0,0.48390064397424104
1375,Manchester Piccadilly,2019-07-09,122487.0,208.0,3.0,0.0,104.0,55.0,0.4769372693726937
1376,Manchester Piccadilly,2019-07-10,131268.0,292.0,0.0,5.0,80.0,33.0,0.4894977168949772
1377,Manchester Piccadilly,2019-07-11,123617.0,210.0,12.0,35.0,117.0,43.0,0.4713493530499076
1378,Manchester Piccadilly,2019-07-12,129467.0,367.0,0.0,0.0,60.0,33.0,0.4227567067530065
1379,Manchester Piccadilly,2019-07-15,117137.0,344.0,0.0,3.0,185.0,95.0,0.38657844990548207
1380,Manchester Piccadilly,2019-07-16,117728.0,247.0,6.0,10.0,87.0,30.0,0.45555555555555555
1381,Manchester Piccadilly,2019-07-17,122366.0,270.0,3.0,25.0,123.0,23.0,0.4601113172541744
1382,Manchester Piccadilly,2019-07-18,122362.0,318.0,0.0,3.0,105.0,12.0,0.47878228782287824
1383,Manchester Piccadilly,2019-07-19,123960.0,386.0,0.0,34.0,139.0,48.0,0.45891043397968606
1384,Manchester Piccadilly,2019-07-22,120642.0,587.0,0.0,44.0,171.0,74.0,0.36633663366336633
1385,Manchester Piccadilly,2019-07-23,124964.0,1091.0,37.0,49.0,427.0,171.0,0.2819047619047619
1386,Manchester Piccadilly,2019-07-24,119013.0,654.0,9.0,51.0,271.0,56.0,0.3225806451612903
1387,Manchester Piccadilly,2019-07-25,130476.0,615.0,13.0,141.0,908.0,193.0,0.2997881355932203
1388,Manchester Piccadilly,2019-07-26,128771.0,534.0,3.0,37.0,386.0,264.0,0.3055555555555556
1389,Manchester Piccadilly,2019-07-29,121014.0,1231.0,9.0,58.0,366.0,0.0,0.3187022900763359
1390,Manchester Piccadilly,2019-07-30,113868.0,292.0,6.0,10.0,122.0,41.0,0.39275500476644426
1391,Manchester Piccadilly,2019-07-31,119810.0,718.0,0.0,161.0,565.0,34.0,0.28303850156087407
1392,Manchester Piccadilly,2019-08-01,119935.0,675.0,27.0,151.0,120.0,56.0,0.30963972736124634
1393,Manchester Piccadilly,2019-08-02,125026.0,503.0,12.0,40.0,98.0,29.0,0.3919062832800852
1394,Manchester Piccadilly,2019-08-05,106323.0,94.0,7.0,0.0,42.0,37.0,0.5426439232409381
1395,Manchester Piccadilly,2019-08-06,108633.0,97.0,3.0,30.0,113.0,34.0,0.5491209927611168
1396,Manchester Piccadilly,2019-08-07,109478.0,209.0,18.0,22.0,327.0,64.0,0.45244956772334294
1397,Manchester Piccadilly,2019-08-08,118184.0,261.0,5.0,9.0,82.0,42.0,0.4715370018975332
1398,Manchester Piccadilly,2019-08-09,124043.0,400.0,4.0,18.0,315.0,10.0,0.39844509232264336
1399,Manchester Piccadilly,2019-08-12,114576.0,348.0,0.0,22.0,43.0,6.0,0.4971751412429379
1400,Manchester Piccadilly,2019-08-13,114232.0,161.0,0.0,3.0,49.0,24.0,0.5009328358208955
1401,Manchester Piccadilly,2019-08-14,113581.0,193.0,24.0,42.0,207.0,89.0,0.4562920268972142
1402,Manchester Piccadilly,2019-08-15,116838.0,123.0,0.0,4.0,34.0,25.0,0.5183788878416589
1403,Manchester Piccadilly,2019-08-16,118656.0,343.0,13.0,26.0,289.0,69.0,0.4157844080846968
1404,Manchester Piccadilly,2019-08-19,111318.0,278.0,13.0,12.0,26.0,18.0,0.4616104868913858
1405,Manchester Piccadilly,2019-08-20,112013.0,125.0,6.0,0.0,11.0,5.0,0.5547309833024119
1406,Manchester Piccadilly,2019-08-21,116589.0,253.0,8.0,58.0,183.0,26.0,0.4812734082397004
1407,Manchester Piccadilly,2019-08-22,115917.0,162.0,0.0,13.0,78.0,63.0,0.4962962962962963
1408,Manchester Piccadilly,2019-08-23,136597.0,236.0,0.0,41.0,163.0,80.0,0.44871794871794873
1409,Manchester Piccadilly,2019-08-27,111021.0,270.0,23.0,10.0,80.0,21.0,0.4790697674418605
1410,Manchester Piccadilly,2019-08-28,108849.0,212.0,2.0,6.0,71.0,16.0,0.5235457063711911
1411,Manchester Piccadilly,2019-08-29,113943.0,391.0,1.0,24.0,233.0,86.0,0.4281609195402299
1412,Manchester Piccadilly,2019-08-30,119218.0,268.0,0.0,33.0,163.0,42.0,0.48390064397424104
1413,Manchester Piccadilly,2019-09-02,107142.0,109.0,3.0,17.0,68.0,44.0,0.5167597765363129
1414,Manchester Piccadilly,2019-09-03,109857.0,245.0,3.0,0.0,111.0,36.0,0.5200746965452848
1415,Manchester Piccadilly,2019-09-04,121124.0,150.0,0.0,11.0,84.0,34.0,0.48294930875576036
1416,Manchester Piccadilly,2019-09-05,127980.0,241.0,3.0,3.0,55.0,15.0,0.4780578898225957
1417,Manchester Piccadilly,2019-09-06,129943.0,282.0,11.0,17.0,65.0,7.0,0.4851301115241636
1418,Manchester Piccadilly,2019-09-09,107462.0,170.0,0.0,3.0,73.0,16.0,0.5079069767441861
1419,Manchester Piccadilly,2019-09-10,114967.0,266.0,0.0,17.0,53.0,43.0,0.4822761194029851
1420,Manchester Piccadilly,2019-09-11,125077.0,119.0,0.0,3.0,26.0,4.0,0.5358139534883721
1421,Manchester Piccadilly,2019-09-12,118769.0,188.0,11.0,15.0,86.0,13.0,0.48247232472324725
1422,Manchester Piccadilly,2019-09-13,128511.0,921.0,3.0,85.0,615.0,194.0,0.2828389830508475
1423,Manchester Piccadilly,2019-09-16,112544.0,258.0,0.0,30.0,69.0,63.0,0.4521575984990619
1424,Manchester Piccadilly,2019-09-17,118002.0,240.0,0.0,73.0,126.0,7.0,0.4552238805970149
1425,Manchester Piccadilly,2019-09-18,121531.0,210.0,6.0,0.0,25.0,54.0,0.49034038638454464
1426,Manchester Piccadilly,2019-09-19,128327.0,342.0,9.0,5.0,95.0,32.0,0.38804554079696396
1427,Manchester Piccadilly,2019-09-20,136828.0,438.0,4.0,37.0,121.0,76.0,0.3803339517625232
1428,Manchester Piccadilly,2019-09-23,114563.0,238.0,32.0,7.0,101.0,51.0,0.43852855759922554
1429,Manchester Piccadilly,2019-09-24,115614.0,284.0,0.0,7.0,134.0,76.0,0.38661710037174724
1430,Manchester Piccadilly,2019-09-25,121474.0,234.0,71.0,19.0,164.0,84.0,0.4439252336448598
1431,Manchester Piccadilly,2019-09-26,121451.0,310.0,0.0,12.0,166.0,10.0,0.43258426966292135
1432,Manchester Piccadilly,2019-09-27,132398.0,391.0,3.0,7.0,127.0,16.0,0.3970315398886827
1433,Manchester Piccadilly,2019-09-30,124118.0,237.0,13.0,0.0,145.0,63.0,0.41369606003752346
1434,Manchester Piccadilly,2019-10-01,129314.0,261.0,29.0,13.0,134.0,38.0,0.42293233082706766
1435,Manchester Piccadilly,2019-10-02,129844.0,307.0,0.0,43.0,162.0,42.0,0.4129821260583255
1436,Manchester Piccadilly,2019-10-03,122249.0,235.0,0.0,20.0,132.0,0.0,0.3968253968253968
1437,Manchester Piccadilly,2019-10-04,132868.0,233.0,0.0,39.0,137.0,11.0,0.42075996292863765
1438,Manchester Piccadilly,2019-10-07,112040.0,191.0,1.0,0.0,72.0,41.0,0.502360717658168
1439,Manchester Piccadilly,2019-10-08,118508.0,249.0,16.0,24.0,243.0,26.0,0.44706994328922495
1440,Manchester Piccadilly,2019-10-09,121026.0,218.0,0.0,0.0,95.0,34.0,0.4230769230769231
1441,Manchester Piccadilly,2019-10-10,122415.0,231.0,0.0,10.0,119.0,31.0,0.4503311258278146
1442,Manchester Piccadilly,2019-10-11,130622.0,226.0,23.0,32.0,143.0,82.0,0.3942307692307692
1443,Manchester Piccadilly,2019-10-14,112831.0,230.0,7.0,31.0,174.0,12.0,0.4280373831775701
1444,Manchester Piccadilly,2019-10-15,113179.0,292.0,5.0,19.0,74.0,8.0,0.471889400921659
1445,Manchester Piccadilly,2019-10-16,119708.0,390.0,0.0,9.0,140.0,9.0,0.424860853432282
1446,Manchester Piccadilly,2019-10-17,125082.0,308.0,0.0,7.0,305.0,84.0,0.41037735849056606
1447,Manchester Piccadilly,2019-10-18,138489.0,298.0,7.0,50.0,266.0,51.0,0.3781190019193858
1448,Manchester Piccadilly,2019-10-21,118183.0,166.0,0.0,25.0,131.0,29.0,0.4704251386321627
1449,Manchester Piccadilly,2019-10-22,125245.0,360.0,37.0,22.0,125.0,45.0,0.3977379830348728
1450,Manchester Piccadilly,2019-10-23,124967.0,307.0,3.0,21.0,128.0,24.0,0.39664804469273746
1451,Manchester Piccadilly,2019-10-24,125471.0,232.0,3.0,12.0,217.0,39.0,0.3709677419354839
1452,Manchester Piccadilly,2019-10-25,142871.0,287.0,4.0,13.0,167.0,76.0,0.3882466281310212
1453,Manchester Piccadilly,2019-10-28,123621.0,449.0,3.0,110.0,303.0,21.0,0.32450980392156864
1454,Manchester Piccadilly,2019-10-29,127260.0,407.0,0.0,118.0,366.0,25.0,0.31902439024390244
1455,Manchester Piccadilly,2019-10-30,129787.0,302.0,0.0,105.0,236.0,109.0,0.32540437678401524
1456,Manchester Piccadilly,2019-10-31,124532.0,311.0,7.0,35.0,161.0,34.0,0.43194706994328924
1457,Manchester Piccadilly,2019-11-01,131992.0,399.0,2.0,76.0,316.0,6.0,0.32381889763779526
1458,Manchester Piccadilly,2019-11-04,111848.0,208.0,0.0,49.0,99.0,9.0,0.4676663542642924
1459,Manchester Piccadilly,2019-11-05,116830.0,182.0,0.0,54.0,158.0,44.0,0.41767441860465115
1460,Manchester Piccadilly,2019-11-06,125680.0,247.0,6.0,35.0,137.0,23.0,0.3401677539608574
1461,Manchester Piccadilly,2019-11-07,140684.0,398.0,0.0,66.0,322.0,117.0,0.31144278606965176
1462,Manchester Piccadilly,2019-11-08,139975.0,328.0,0.0,57.0,298.0,55.0,0.3799621928166352
1463,Manchester Piccadilly,2019-11-11,117745.0,321.0,13.0,59.0,301.0,34.0,0.3194174757281553
1464,Manchester Piccadilly,2019-11-12,118535.0,259.0,17.0,44.0,312.0,43.0,0.36450381679389315
1465,Manchester Piccadilly,2019-11-13,126067.0,215.0,6.0,5.0,198.0,6.0,0.3964386129334583
1466,Manchester Piccadilly,2019-11-14,134012.0,519.0,4.0,127.0,525.0,24.0,0.2805474095796676
1467,Manchester Piccadilly,2019-11-15,146161.0,398.0,13.0,64.0,509.0,22.0,0.3147605083088954
1468,Manchester Piccadilly,2019-11-18,120391.0,173.0,0.0,12.0,128.0,22.0,0.43444976076555025
1469,Manchester Piccadilly,2019-11-19,121701.0,148.0,12.0,16.0,179.0,26.0,0.39740018570102137
1470,Manchester Piccadilly,2019-11-20,131472.0,150.0,3.0,9.0,151.0,15.0,0.4316081330868762
1471,Manchester Piccadilly,2019-11-21,133458.0,297.0,2.0,15.0,186.0,43.0,0.3841059602649007
1472,Manchester Piccadilly,2019-11-22,153779.0,376.0,0.0,75.0,260.0,77.0,0.32932932932932935
1473,Manchester Piccadilly,2019-11-25,119889.0,262.0,0.0,21.0,99.0,10.0,0.39022051773729627
1474,Manchester Piccadilly,2019-11-26,132121.0,436.0,4.0,58.0,209.0,60.0,0.3500482160077146
1475,Manchester Piccadilly,2019-11-27,130624.0,392.0,0.0,35.0,241.0,11.0,0.34215686274509804
1476,Manchester Piccadilly,2019-11-28,130559.0,197.0,2.0,26.0,124.0,8.0,0.38409311348205627
1477,Manchester Piccadilly,2019-11-29,161989.0,416.0,10.0,71.0,197.0,99.0,0.36472945891783565
1478,Manchester Piccadilly,2019-12-02,129721.0,344.0,26.0,95.0,251.0,31.0,0.3388030888030888
1479,Manchester Piccadilly,2019-12-03,127549.0,221.0,0.0,36.0,278.0,32.0,0.3709981167608286
1480,Manchester Piccadilly,2019-12-04,138124.0,319.0,22.0,71.0,293.0,27.0,0.33462657613967023
1481,Manchester Piccadilly,2019-12-05,141549.0,254.0,11.0,32.0,238.0,100.0,0.3390151515151515
1482,Manchester Piccadilly,2019-12-06,154880.0,402.0,9.0,81.0,316.0,82.0,0.30931796349663787
1483,Manchester Piccadilly,2019-12-09,125948.0,259.0,10.0,58.0,195.0,21.0,0.39215686274509803
1484,Manchester Piccadilly,2019-12-10,124115.0,355.0,13.0,34.0,190.0,21.0,0.36192271442035817
1485,Manchester Piccadilly,2019-12-11,130499.0,332.0,7.0,17.0,116.0,6.0,0.3996212121212121
1486,Manchester Piccadilly,2019-12-12,138413.0,388.0,17.0,31.0,278.0,18.0,0.370048309178744
1487,Manchester Piccadilly,2019-12-13,150997.0,568.0,7.0,70.0,264.0,44.0,0.3253493013972056
1488,Manchester Piccadilly,2019-12-16,127670.0,326.0,0.0,5.0,137.0,5.0,0.42115768463073855
1489,Manchester Piccadilly,2019-12-17,123362.0,448.0,4.0,31.0,355.0,31.0,0.3930399181166837
1490,Manchester Piccadilly,2019-12-18,130337.0,488.0,3.0,46.0,355.0,21.0,0.401010101010101
1491,Manchester Piccadilly,2019-12-19,131671.0,615.0,6.0,73.0,274.0,211.0,0.3739669421487603
1492,Manchester Piccadilly,2019-12-20,134417.0,672.0,3.0,64.0,262.0,89.0,0.4046417759838547
1493,Manchester Piccadilly,2019-12-23,111706.0,201.0,4.0,46.0,120.0,7.0,0.4903553299492386
1494,Manchester Piccadilly,2019-12-24,76481.0,127.0,4.0,0.0,37.0,26.0,0.6347087378640777
1495,Manchester Piccadilly,2019-12-27,102355.0,177.0,0.0,6.0,156.0,42.0,0.5288220551378446
1496,Manchester Piccadilly,2019-12-30,98091.0,246.0,0.0,6.0,46.0,83.0,0.5044160942100098
1497,Manchester Piccadilly,2019-12-31,84257.0,92.0,12.0,6.0,39.0,32.0,0.6136363636363636
1498,Manchester Piccadilly,2020-01-02,97307.0,224.0,11.0,5.0,23.0,47.0,0.5850661625708885
1499,Manchester Piccadilly,2020-01-03,96922.0,151.0,0.0,0.0,59.0,5.0,0.6246498599439776
1500,Manchester Piccadilly,2020-01-06,102260.0,147.0,0.0,0.0,55.0,0.0,0.5485391140433553
1501,Manchester Piccadilly,2020-01-07,106533.0,167.0,0.0,0.0,42.0,16.0,0.556390977443609
1502,Manchester Piccadilly,2020-01-08,109246.0,479.0,12.0,38.0,159.0,9.0,0.42601319509896324
1503,Manchester Piccadilly,2020-01-09,110639.0,188.0,3.0,0.0,49.0,54.0,0.49173955296404276
1504,Manchester Piccadilly,2020-01-10,115766.0,102.0,18.0,0.0,108.0,12.0,0.6052631578947368
1505,Manchester Piccadilly,2020-01-13,108243.0,222.0,0.0,28.0,80.0,60.0,0.45738636363636365
1506,Manchester Piccadilly,2020-01-14,110853.0,188.0,3.0,8.0,185.0,44.0,0.4859022556390977
1507,Manchester Piccadilly,2020-01-15,117524.0,232.0,18.0,0.0,30.0,8.0,0.5579439252336449
1508,Manchester Piccadilly,2020-01-16,119598.0,285.0,3.0,3.0,164.0,59.0,0.45575642245480497
1509,Manchester Piccadilly,2020-01-17,120610.0,368.0,3.0,73.0,253.0,42.0,0.4444444444444444
1510,Manchester Piccadilly,2020-01-20,110642.0,376.0,26.0,81.0,204.0,60.0,0.4045368620037807
1511,Manchester Piccadilly,2020-01-21,116777.0,288.0,19.0,72.0,223.0,49.0,0.4650047938638543
1512,Manchester Piccadilly,2020-01-22,122157.0,147.0,0.0,35.0,152.0,19.0,0.47924528301886793
1513,Manchester Piccadilly,2020-01-23,124723.0,184.0,3.0,27.0,92.0,37.0,0.5112570356472795
1514,Manchester Piccadilly,2020-01-24,128529.0,270.0,3.0,12.0,34.0,23.0,0.47708138447146864
1515,Manchester Piccadilly,2020-01-27,116226.0,261.0,4.0,30.0,75.0,37.0,0.44801512287334594
1516,Manchester Piccadilly,2020-01-28,116849.0,208.0,7.0,17.0,106.0,3.0,0.4810964083175803
1517,Manchester Piccadilly,2020-01-29,128026.0,184.0,12.0,12.0,68.0,31.0,0.4966887417218543
1518,Manchester Piccadilly,2020-01-30,124577.0,328.0,0.0,19.0,212.0,16.0,0.4715127701375246
1519,Manchester Piccadilly,2020-01-31,129669.0,163.0,0.0,53.0,23.0,23.0,0.5394736842105263
1520,Manchester Piccadilly,2020-02-03,113388.0,161.0,0.0,22.0,101.0,35.0,0.532825880114177
1521,Manchester Piccadilly,2020-02-04,116047.0,170.0,0.0,13.0,90.0,40.0,0.5329566854990584
1522,Manchester Piccadilly,2020-02-05,121923.0,182.0,20.0,0.0,61.0,41.0,0.519811320754717
1523,Manchester Piccadilly,2020-02-06,124211.0,237.0,3.0,10.0,71.0,9.0,0.5079365079365079
1524,Manchester Piccadilly,2020-02-07,130543.0,213.0,3.0,22.0,111.0,15.0,0.5195167286245354
1525,Manchester Piccadilly,2020-02-10,113511.0,653.0,61.0,55.0,189.0,56.0,0.4503311258278146
1526,Manchester Piccadilly,2020-02-11,111568.0,270.0,10.0,15.0,107.0,45.0,0.4649122807017544
1527,Manchester Piccadilly,2020-02-12,118921.0,200.0,0.0,0.0,121.0,13.0,0.4697265625
1528,Manchester Piccadilly,2020-02-13,120334.0,350.0,0.0,32.0,109.0,39.0,0.4714975845410628
1529,Manchester Piccadilly,2020-02-14,122045.0,380.0,0.0,18.0,104.0,55.0,0.4700854700854701
1530,Manchester Piccadilly,2020-02-17,114161.0,494.0,6.0,43.0,162.0,28.0,0.45145631067961167
1531,Manchester Piccadilly,2020-02-18,117152.0,208.0,3.0,0.0,42.0,4.0,0.47871333964049195
1532,Manchester Piccadilly,2020-02-19,127006.0,453.0,61.0,23.0,70.0,18.0,0.44095238095238093
1533,Manchester Piccadilly,2020-02-20,123014.0,275.0,6.0,9.0,80.0,20.0,0.46493756003842457
1534,Manchester Piccadilly,2020-02-21,127605.0,248.0,0.0,9.0,98.0,42.0,0.47722960151802657
1535,Manchester Piccadilly,2020-02-24,111702.0,203.0,3.0,24.0,190.0,16.0,0.4304568527918782
1536,Manchester Piccadilly,2020-02-25,113049.0,288.0,0.0,17.0,67.0,60.0,0.4240317775571003
1537,Manchester Piccadilly,2020-02-26,120484.0,367.0,0.0,97.0,235.0,20.0,0.439696106362773
1538,Manchester Piccadilly,2020-02-27,128383.0,256.0,0.0,0.0,42.0,6.0,0.5240793201133145
1539,Manchester Piccadilly,2020-02-28,135491.0,290.0,3.0,36.0,292.0,70.0,0.4468503937007874
1540,Manchester Piccadilly,2020-03-02,114959.0,420.0,30.0,38.0,83.0,76.0,0.444232602478551
1541,Manchester Piccadilly,2020-03-03,112667.0,226.0,10.0,9.0,154.0,9.0,0.49053030303030304
1542,Manchester Piccadilly,2020-03-04,115796.0,431.0,10.0,26.0,214.0,19.0,0.47412982126058323
1543,Manchester Piccadilly,2020-03-05,116354.0,371.0,7.0,34.0,61.0,111.0,0.5014084507042254
1544,Manchester Piccadilly,2020-03-06,128204.0,239.0,3.0,79.0,227.0,52.0,0.5136663524976437
1545,Manchester Piccadilly,2020-03-09,110864.0,269.0,0.0,36.0,271.0,18.0,0.4900596421471173
1546,Manchester Piccadilly,2020-03-10,109526.0,158.0,7.0,53.0,152.0,45.0,0.5400410677618069
1547,Manchester Piccadilly,2020-03-11,107344.0,180.0,5.0,0.0,74.0,11.0,0.5328947368421053
1548,Manchester Piccadilly,2020-03-12,107527.0,222.0,0.0,15.0,40.0,6.0,0.5153774464119292
1549,Manchester Piccadilly,2020-03-13,108756.0,230.0,3.0,6.0,80.0,20.0,0.5714285714285714
1550,Manchester Piccadilly,2020-03-16,80987.0,112.0,6.0,6.0,36.0,14.0,0.5761278195488722
1551,Manchester Piccadilly,2020-03-17,61923.0,173.0,24.0,5.0,52.0,10.0,0.5799614643545279
